activity_nr,reporting_id,state_flag,estab_name,site_address,site_city,site_state,site_zip,owner_type,owner_code,adv_notice,safety_hlth,sic_code,naics_code,insp_type,insp_scope,why_no_insp,union_status,safety_manuf,safety_const,safety_marit,health_manuf,health_const,health_marit,migrant,mail_street,mail_city,mail_state,mail_zip,host_est_key,nr_in_estab,open_date,case_mod_date,close_conf_date,close_case_date,ld_dt
111812541,950614,,LAM RESEARCH CORP,49026 MILMONT DRIVE,FREMONT,CA,94538,A,0,N,H,3671,334411,B,B,,N,,,,,,,,,,,0,N070    000003700,362,2/3/94,2/15/08,7/21/94,8/1/94,2011-10-14 16:38:47 EDT
111812558,950614,,ALBANY POLICE DEPARTMENT,1000 SAN PABLO AVENUE,ALBANY,CA,94706,B,0,N,S,9221,0,H,B,,Y,,,,,,,,,,,0,,34,2/4/94,,2/4/94,3/3/97,2011-10-14 16:38:47 EDT
111812566,950614,,R & R GRANT CARPET BROKER,2615 ALVARADO ST.,SAN LEANDRO,CA,94577,A,0,N,H,5023,0,B,B,,N,,,,,,,,,,,0,N070    000009285,10,2/7/94,9/12/07,2/28/94,5/31/94,2011-10-14 16:38:47 EDT
111812574,950614,,SPANISH SPEAKING UNITY COUNCIL,1900 FRUITVALE,OAKLAND,CA,94612,A,0,N,H,8111,0,A,B,,N,,,,,,,,,,,0,,27,2/8/94,,7/26/94,8/1/94,2011-10-14 16:38:47 EDT
111812582,950614,,CITY OF OAKLAND - ASSETS,1330 BROADWAY,OAKLAND,CA,94612,C,0,N,H,9199,0,A,B,,N,,,,,,,,1900 FRUITVALE,OAKLAND,CA,94602,N070    000009380,200,2/8/94,6/7/07,7/28/94,10/31/94,2011-10-14 16:38:47 EDT
111812590,950614,,STEVELLE CONSTRUCTION COMPANY,"1900 POWELL STREET, #1100",EMERYVILLE,CA,94608,A,0,N,S,1541,0,B,B,,N,,X,,,,,,,,,0,,20,2/8/94,,2/8/94,12/19/95,2011-10-14 16:38:47 EDT
111812608,950614,,GENERAL CONFERENCE OF SDA TRANSPORTATION SERVICE,1739 SABRE STREET,HAYWARD,CA,94545,A,0,N,S,4225,0,A,B,,N,,,,,,,,,,,0,,7,3/2/94,,3/2/94,3/3/94,2011-10-14 16:38:47 EDT
111812624,950614,,T & L LEASING,1980 WEST AVE. 140TH ST.,SAN LEANDRO,CA,94577,A,0,N,H,4581,0,B,A,,N,,,,,,,,4501 E. WASHINGTON BLVD.,LOS ANGELES,CA,90040,N070    000009365,2,2/9/94,6/6/07,2/9/94,4/30/94,2011-10-14 16:38:47 EDT
111812632,950614,,FASHION STORES/NOR. CAL. DBA J. MALNICK,3751 E. 14TH ST.,OAKLAND,CA,94601,A,0,N,S,5621,0,F,B,,N,,,,,,,,,,,0,,8,4/25/94,,4/25/94,8/30/94,2011-10-14 16:38:47 EDT
111812640,950614,,"P W STEPHENS RESIDENTIAL, INC",2521 CENTRAL AVE,ALAMEDA,CA,94501,A,0,N,H,1795,0,H,D,C,,,,,,,,,14676 DOOLITTLE DRIVE,SAN LEANDRO,CA,94577,N070    000009611,,4/27/94,1/24/08,4/27/94,4/27/94,2011-10-14 16:38:47 EDT
111812657,950614,,NATIONAL ELECTRICAL CONTRACTOR ASSOCIATION,7700 EDGEWATER DR. STE. 748,OAKLAND,CA,94621,A,0,N,H,5159,0,B,A,,Y,,,,,,,,,,,0,,4,5/6/94,,9/30/94,9/30/94,2011-10-14 16:38:47 EDT
111812665,950614,,KAISER PERMANENTE PSYCHIATRIC FACILITY,"3900 BROADWAY, 2ND FLOOR REGISTRATION DESK",OAKLAND,CA,94611,A,0,N,H,8062,0,B,B,,Y,,,,,,,,,,,0,N070    000009592,65,4/28/94,6/8/07,6/1/94,6/10/94,2011-10-14 16:38:47 EDT
111812673,950614,,PAULS LANDSCAPING,11478 BLOOMINGTON WAY,DUBLIN,CA,94568,A,0,N,H,5159,0,B,D,C,,,,,,,,,,,,0,N070    000009912,,6/30/94,,9/14/94,1/10/95,2011-10-14 16:38:47 EDT
111812731,950614,,KING COVERS,2800 BROADWAY,OAKLAND,CA,94612,A,0,N,H,7532,0,B,A,,N,,,,,,,,,,,0,N070    000009567,5,4/19/94,9/14/07,5/26/94,8/14/95,2011-10-14 16:38:47 EDT
111812749,950614,,"HARDIN, COOK, LOPER, ENGEL, BERGE","1999 HARRISON, 19TH FLOOR",OAKLAND,CA,94612,A,0,N,H,8111,0,B,B,,N,,,,,,,,"1999 HARRISON, 18TH FLOOR",OAKLAND,CA,94612,N070    000009310,96,4/21/94,6/8/07,6/7/94,7/6/94,2011-10-14 16:38:47 EDT
111812756,950614,,L & D CONSTRUCTION,625 BERRY AVENUE,HAYWARD,CA,94544,A,0,N,S,1522,0,B,B,,N,,,,,,,,650 BERRY AVE.,HAYWARD,CA,94544,N070    000009570,5,4/14/94,6/8/07,4/14/94,5/31/94,2011-10-14 16:38:47 EDT
111812764,950614,,CLUTCH MART,22135 MISSION BLVD,HAYWARD,CA,94541,A,0,N,H,7539,0,B,B,,N,,,,,,,,,,,0,N070    000009573,2,4/19/94,9/10/07,5/12/94,10/1/94,2011-10-14 16:38:47 EDT
111812772,950614,,SHEPPARD & SON PAINT & DRYWALL,625 BERRY AVENUE,HAYWARD,CA,94545,A,0,N,S,1721,0,G,B,,Y,,,,,,,,683 THORTON ST,SAN LEANDRO,CA,94577,,2,4/14/94,,4/29/94,8/30/95,2011-10-14 16:38:47 EDT
111812780,950614,,KOLL CONSTRUCTION,2000 STEVENSON,FREMONT,CA,94537,A,0,N,S,1542,0,B,A,,N,,X,,,,,,7031 KOLL CENTER PARKWAY STE. 150,PLEASANTON,CA,94538,,5,8/17/94,,8/26/94,1/10/95,2011-10-14 16:38:47 EDT
111812798,950614,,UNKNOWN,6069 CONTRA COSTA STREET,OAKLAND,CA,94606,A,0,N,S,1742,0,B,D,C,,,X,,,,,,,,,0,N070    000009506,,4/14/94,2/14/08,4/14/94,4/14/94,2011-10-14 16:38:47 EDT
111812806,950614,,UNKNOWN,CORNER OF OAK MANOR/PICEA CT.,HAYWARD,CA,94545,A,0,N,S,1742,0,B,D,C,,,X,,,,,,,,,0,,,4/14/94,,4/14/94,4/14/94,2011-10-14 16:38:47 EDT
111812814,950614,,"HACKETT PIPELINE, INC.",STONERIDGE DR. AT HOPYARD RD.,STANFORD,CA,94305,A,0,N,S,1623,0,H,D,C,,,X,,,,,,P.O. BOX 700266,SAN JOSE,CA,95170,N070    000001135,,4/14/94,2/13/08,4/14/94,4/14/94,2011-10-14 16:38:47 EDT
111812822,950614,,AMERIMADE TECHNOLOGY,"3942 VALLEY AVE, STE J",PLEASANTON,CA,94566,A,0,N,S,3083,326130,B,A,,N,X,,,,,,,,,,0,N070    000009801,18,8/16/94,1/15/08,1/31/95,3/31/95,2011-10-14 16:38:47 EDT
111812830,950614,,"SHIMMICK CONSTRUCTION CO, INC",1451 SECOND ST.,BERKELEY,CA,94710,A,0,N,S,1623,0,B,B,,Y,,,,,,,,,,,0,N070    000009993,70,10/26/94,1/7/08,10/26/94,5/15/97,2011-10-14 16:38:47 EDT
111812848,950614,,BUSD-BERKELEY HIGH SCHOOL,2246 MILVIA ST,BERKELEY,CA,94704,B,0,N,H,8211,0,B,B,,Y,,,,,,,,2223 MARTIN LUTHER KING JR WY,BERKELEY,CA,94704,N070    000002180,150,10/26/94,12/11/07,10/28/94,7/10/96,2011-10-14 16:38:47 EDT
111812855,950614,,CA TRANSPORTATION,600 LEWELLING BLVD,SAN LEANDRO,CA,94579,C,0,N,S,9621,0,A,B,,Y,,,,,,,,,,,0,N070    000009470,90,5/2/94,2/20/08,6/2/94,3/3/97,2011-10-14 16:38:47 EDT
111812863,950614,,LUCKY STORES,1704 MARINA BLVD (BLDG 9),SAN LEANDRO,CA,94577,A,0,N,H,2051,0,B,A,,N,,,,,,,,,,,0,N070    000009572,88,4/21/94,,9/22/94,3/15/95,2011-10-14 16:38:47 EDT
111812871,950622,,GIANNINI BROTHERS,HWY. 4 AND TRACY BLVD.,STOCKTON,CA,95206,A,0,N,H,161,0,H,B,,N,,,,X,,,,2236 N. YOSEMITE,STOCKTON,CA,95207,N067    000014522,60,4/20/94,12/20/07,5/9/94,10/4/94,2011-10-14 16:38:47 EDT
111812889,950622,,"JIMENEZ AND SONS, INC.",FIELD-THORSON RANCH/ABF,STOCKTON,CA,95205,A,0,N,H,161,111219,H,B,,N,,,,X,,,,3128 JULIET ROAD,STOCKTON,CA,95205,N067    000011160,38,4/20/94,7/30/09,5/9/94,7/29/09,2011-10-14 16:38:47 EDT
111812897,950614,,BANCHEROS ITALIAN RESTAURANT,20102 MISSION BLVD,HAYWARD,CA,94541,A,0,N,H,5812,0,B,A,,Y,,,,X,,,,,,,0,N070    000009565,47,4/19/94,6/7/07,5/23/94,10/31/94,2011-10-14 16:38:47 EDT
111812905,950614,,SAN LEANDRO CHRYSLER-PLYMOUTH,232 E 14TH,SAN LEANDRO,CA,94577,A,0,N,H,5511,0,B,B,,Y,,,,,,,,,,,0,N070    000009521,35,4/21/94,6/19/08,4/21/94,6/19/08,2011-10-14 16:38:47 EDT
111812913,950614,,CSX INTERMODAL,SOUTHERN PACIFIC INTERMODAL RAMP(RAIL SIDING),OAKLAND,CA,94625,A,0,N,H,4212,0,B,B,,N,,,,,,,,MIDDLE HARBOR RD.,OAKLAND,CA,94625,,6,4/20/94,,4/20/94,4/20/94,2011-10-14 16:38:47 EDT
111812921,950614,,"PERRY TOOL & RESEARCH, INC.",3415 ENTERPRISE AVE.,HAYWARD,CA,94545,A,0,N,H,3599,0,B,B,,N,,,,,,,,,,,0,N070    000009546,35,4/20/94,,8/2/94,10/1/94,2011-10-14 16:38:47 EDT
111812939,950614,,THERMOFUSION,2342 AMERICAN AVE.,HAYWARD,CA,94545,A,0,N,H,3398,0,B,B,,N,,,,,,,,,,,0,,30,4/22/94,,9/6/94,11/30/94,2011-10-14 16:38:47 EDT
111812947,950614,,"CENTRAL ENVIRONMENTAL, INC.",25800 CARLOS BEE BLVD,HAYWARD,CA,94542,A,0,N,H,1799,0,B,A,,N,,,,,,,,3374 MONIER CIRCLE,RANCHO CORDOVA,CA,95742,N070    000009175,24,4/21/94,2/20/08,5/13/94,10/1/94,2011-10-14 16:38:47 EDT
111812954,950614,,CERAMIC PRODUCT CORPORATION,46005 HOTCHKISS STREET,FREMONT,CA,94539,A,0,N,H,5032,0,B,B,,N,,,,,,,,4501 O'HARA AVE. STE. G,BRENTWOOD,CA,94513,N070    000009599,2,5/9/94,8/3/07,9/1/94,10/31/94,2011-10-14 16:38:47 EDT
111812962,950614,,DIMITRAS #1 SANDWICHES TO GO,1251 PARK ST,ALAMEDA,CA,94501,A,0,N,S,9999,0,B,A,,N,X,,,,,,,,,,0,N070    000009807,5,9/1/94,9/11/07,10/19/94,1/10/95,2011-10-14 16:38:47 EDT
111812970,950614,,READ-RITE,44100 OSGOOD RD,FREMONT,CA,94539,A,0,N,S,3572,0,A,B,,N,X,,,,,,,345 LOS COCHES ST,MILPITAS,CA,95035,N070    000009559,250,8/29/94,12/4/07,11/3/94,4/11/96,2011-10-14 16:38:47 EDT
111812988,950614,,VOLUME SERVICES-OAKLAND COLISEUM & ARENA,66TH AVENUE,OAKLAND,CA,94621,A,0,N,S,5812,0,B,B,,Y,X,,,,,,,7000 COLISEUM WAY,OAKLAND,CA,94621,,250,8/23/94,,10/18/94,3/3/97,2011-10-14 16:38:47 EDT
111812996,950614,,MERCHANTS OF CALIFORNIA,1755 AURORA STREET,SAN LEANDRO,CA,94577,A,0,N,S,4731,0,B,B,,N,,X,,,,,,,,,0,N070    000009761,28,8/31/94,9/11/07,9/17/94,4/30/95,2011-10-14 16:38:47 EDT
111813002,950614,,"THARCO CONTAINERS - COLORADO, INC",2222 GRANT AVE,SAN LORENZO,CA,94580,A,0,N,S,3365,0,A,B,,Y,X,,,,,,,,,,0,N070    000016055,285,8/31/94,2/13/08,10/25/94,3/1/96,2011-10-14 16:38:47 EDT
111813010,950614,,"AMERICAN FOOD PROCESSING, INC.",2412 AMERICAN AVE.,HAYWARD,CA,94541,A,0,N,S,3556,0,B,B,,N,X,,,,,,,,,,0,N070    000009894,32,10/7/94,9/10/07,2/23/95,3/31/95,2011-10-14 16:38:47 EDT
111813028,950614,,"LANDMARK BLDG. & ENG. CONTRACTOR, INC.",6015 MANCHESTER DR.,OAKLAND,CA,94618,A,0,N,S,1541,0,A,A,,N,,X,,,,,,1237 VAN NESS AVE. STE. 100,SAN FRANCISCO,CA,94109,N070    000009813,10,8/25/94,9/11/07,11/2/94,3/31/95,2011-10-14 16:38:47 EDT
111813036,950614,,"EAST BAY STEEL PRODUCTS, INC.",900 MURRAY ST.,BERKELEY,CA,94710,A,0,N,S,3498,0,B,B,,Y,X,,,,,,,P.O.BOX 23711,OAKLAND,CA,94710,,17,8/9/94,,8/10/94,10/3/94,2011-10-14 16:38:47 EDT
111813044,950614,,MANPOWER TEMPORARY SERVICES,39650 LIBERTY ST. STE. 130,FREMONT,CA,94538,A,0,N,S,7363,0,A,A,,N,,,,,,,,,,,0,,1500,9/18/94,,9/20/94,1/3/95,2011-10-14 16:38:47 EDT
111813051,950614,,WASTE MGMT./ALAMEDA CTY./TRI-CITIES RECYCLING,7010 AUTOMALL PARKWAY,FREMONT,CA,94538,A,0,N,S,4953,0,B,B,,Y,,,,,,,,,,,0,N070    000009893,42,10/13/94,9/17/07,10/21/94,3/31/95,2011-10-14 16:38:47 EDT
111813069,950614,,CAPITAL PRECISION,44865 FREMONT BLVD.,FREMONT,CA,94538,A,0,N,S,3312,0,B,A,,N,X,,,,,,,,,,0,N070    000009834,3,10/21/94,9/12/07,10/21/94,12/6/94,2011-10-14 16:38:47 EDT
111813077,950614,,SPEED WAREHOUSE,21040 MEEKLAND AVE.,HAYWARD,CA,94541,A,0,N,S,8721,0,B,A,,N,X,,,,,,,P.O. BOX 4658,HAYWARD,CA,94540,N070    000009924,8,10/24/94,9/11/07,10/25/94,1/10/95,2011-10-14 16:38:47 EDT
111813085,950614,,CYCLE SPORTS,3241 GRAND AVE.,OAKLAND,CA,94610,A,0,N,S,7699,0,B,A,,N,,,,,,,,,,,0,N070    000009899,8,9/30/94,9/10/07,12/2/94,8/4/95,2011-10-14 16:38:47 EDT
111813093,950614,,AAA TRUCK WRECKERS,3884 DEPOT RD.,HAYWARD,CA,94545,A,0,N,S,5093,0,B,B,,N,X,,,,,,,,,,0,N070    000009923,6,10/20/94,8/7/07,10/24/94,3/20/95,2011-10-14 16:38:47 EDT
111813101,950614,,CABLE COM,RANCHO ARROYO & NILES RD.,FREMONT,CA,94560,A,0,N,S,1623,0,B,B,,N,,X,,,,,,8075 ENTERPRISE DR.,NEWARK,CA,94560,N070    000009898,50,10/13/94,8/6/07,1/13/95,3/1/95,2011-10-14 16:38:47 EDT
111813143,950614,,"WIRTH COMPANY, INC.",2000 NATIONAL AVE.,HAYWARD,CA,94544,A,0,N,S,2899,0,B,A,,N,X,,,,,,,,,,0,,14,10/20/94,,3/27/95,8/2/96,2011-10-14 16:38:47 EDT
111813150,950614,,FLEISCHMAN VINEGAR,921 98TH ST.,OAKLAND,CA,94621,A,0,N,S,2099,0,B,B,,Y,,,,,,,,,,,0,N070    000009938,6,1/23/95,9/11/07,1/24/95,3/1/95,2011-10-14 16:38:47 EDT
111813168,950614,,"U S PIPE & FOUNDRY COMPANY, INC",1295 WHIPPLE RD,UNION CITY,CA,94587,A,0,N,S,3321,0,A,B,,Y,X,,,,,,,,,,0,N070    000000664,210,10/28/94,4/15/11,3/30/95,7/1/96,2011-10-14 16:38:47 EDT
111813176,950614,,SERRA CORPORATION,4841 DAVENPORT ST,FREMONT,CA,94538,A,0,N,S,7692,0,A,B,,Y,,,,,,,,,,,0,,200,1/9/95,,1/9/95,7/1/96,2011-10-14 16:38:47 EDT
111813184,950614,,"GRANNY GOOSE FOODS, INC.",930 - 98TH AVE.,OAKLAND,CA,94621,A,0,N,S,7538,0,B,B,,Y,,,,,,,,,,,0,N070    000008853,100,9/27/94,,3/10/95,6/12/96,2011-10-14 16:38:47 EDT
111813192,950614,,A C TRANSIT CENTRAL MAINTENANCE FACILITY,10626 E. 14TH ST.,OAKLAND,CA,94603,B,0,N,S,9621,0,B,B,,Y,,,,,,,,,,,0,N070    000009485,150,10/26/94,12/17/07,10/28/94,5/15/97,2011-10-14 16:38:47 EDT
111813200,950614,,RAND MCNALLY,44660 OSGOOD RD.,FREMONT,CA,94538,A,0,N,S,7363,0,A,B,,N,X,,,,,,,,,,0,N070    000009947,125,9/27/94,7/11/07,1/27/95,5/31/95,2011-10-14 16:38:47 EDT
111813218,950614,,MORTON SALT CO,7380 MORTON AVE,NEWARK,CA,94560,A,0,N,S,2899,0,B,B,,Y,X,,,,,,,P.O. BOX 305,NEWARK,CA,94560,N070    000007320,110,7/20/94,11/7/07,7/20/94,8/31/94,2011-10-14 16:38:47 EDT
111813226,950614,,LYON'S RESTAURANT,"117 SOUTH ""S"" ST.",LIVERMORE,CA,94550,A,0,N,S,5812,0,B,B,,N,X,,,,,,,1165 TRITON DRIVE,FOSTER CITY,CA,94404,N070    000009399,42,4/20/94,11/14/07,4/20/94,7/26/94,2011-10-14 16:38:47 EDT
111813234,950614,,SPACE CENTER DISTRIBUTION,33300 DISTRIBUTION,UNION CITY,CA,94587,A,0,N,S,5141,0,B,B,,N,X,,,,,,,,,,0,,13,5/5/94,,5/5/94,7/26/94,2011-10-14 16:38:47 EDT
111813242,950614,,SOUTHWEST AIRLINES,1 AIRPORT DR,OAKLAND,CA,94621,A,0,N,S,4581,0,B,B,,Y,X,,,,,,,,,,0,N070    000018590,200,4/27/94,2/19/08,4/29/94,4/29/94,2011-10-14 16:38:47 EDT
111813259,950614,,MORTON SALT CO,7380 MORTON AVE,NEWARK,CA,94560,A,0,N,S,2899,0,B,B,,N,X,,,,,,,P.O. BOX 305,NEWARK,CA,94560,N070    000007320,10,5/4/94,11/7/07,5/7/94,7/20/94,2011-10-14 16:38:47 EDT
111813267,950614,,ETM ELECTROMATIC,35451 DUMBARTON COURT,NEWARK,CA,94560,A,0,N,S,9999,0,B,B,,N,X,,,,,,,,,,0,,58,4/27/94,,4/29/94,8/12/94,2011-10-14 16:38:47 EDT
111813275,950614,,PACIFIC STEEL CASTING CO,1333 2ND ST,BERKELEY,CA,94710,A,0,N,S,3325,0,A,B,,Y,X,,,,,,,,,,0,N070    000008040,350,10/24/94,4/6/10,2/20/95,3/31/95,2011-10-14 16:38:47 EDT
111813291,950614,,ABC SECURITY SERVICES,4430 ROSEWOOD DR.,PLEASANTON,CA,94566,A,0,N,S,7381,0,B,B,,N,X,,,,,,,1822 EMBARCADERO,OAKLAND,CA,94606,,25,5/4/94,,5/4/94,7/18/94,2011-10-14 16:38:47 EDT
111813309,950614,,E TURMAN,2055 RESEARCH DRIVE,LIVERMORE,CA,94550,A,0,N,S,1541,0,B,B,,N,,X,,,,,,,,,0,,40,5/4/94,,5/4/94,9/21/94,2011-10-14 16:38:47 EDT
111813317,950614,,HODGSON CONSTRUCTION,125 - 12TH STREET,OAKLAND,CA,94612,A,0,N,S,1623,0,A,B,,Y,,X,,,,,,751 WARRINGTON AVENUE,REDWOOD CITY,CA,94063,,9,4/13/94,,4/13/94,9/21/94,2011-10-14 16:38:47 EDT
111813325,950614,,TRUTNER CORPORATION,1476 ADELINE STREET,OAKLAND,CA,94603,A,0,N,S,1629,0,I,B,,N,,X,,,,,,P.O. BOX 570,SUNOL,CA,94586,,2,4/12/94,,4/12/94,4/12/94,2011-10-14 16:38:47 EDT
111813333,950614,,PIONEER PLASTICS,13680 ENTERPRISE AVE.,HAYWARD,CA,94545,A,0,N,S,3083,0,B,A,,N,X,,,,,,,,,,0,,9,4/7/94,,4/7/94,7/7/94,2011-10-14 16:38:47 EDT
111813341,950614,,SKATES ON THE BAY,100 SEAWALL DR.,BERKELEY,CA,94602,A,0,N,S,5812,0,B,B,,N,X,,,,,,,,,,0,,45,4/19/94,,4/19/94,8/25/94,2011-10-14 16:38:47 EDT
111813358,950614,,ROCKFORD CORPORATION,SP RR & 580 INTERCHANGE,DUBLIN,CA,94568,A,0,N,S,4011,0,I,B,,N,,,,,,,,,,,0,,1,4/19/94,,4/19/94,7/18/94,2011-10-14 16:38:47 EDT
111813374,950614,,SAN FRANCISCO CHRONICLE,1550 PACIFIC AVE,UNION CITY,CA,94587,A,0,N,S,2711,0,B,B,,Y,X,,,,,,,901 MISSION ST.,SAN FRANCISCO,CA,94103,N070    000006132,1,5/5/94,2/14/05,5/5/94,8/12/94,2011-10-14 16:38:47 EDT
111813382,950614,,ISLANDER MOTEL,4101 MOWRY AVE.,FREMONT,CA,94583,A,0,N,S,8741,0,B,B,,N,X,,,,,,,,,,0,,12,5/5/94,,5/5/94,3/3/97,2011-10-14 16:38:47 EDT
111813390,950614,,BART,25 4TH ST.,OAKLAND,CA,94602,B,0,N,S,4111,0,B,B,,Y,X,,,,,,,,,,0,N070    000009514,1,4/13/94,,4/14/94,2/24/95,2011-10-14 16:38:47 EDT
111813408,950614,,EAGLE MARINE SERVICES LTD.,1579 MIDDLE HARBOR RD.,OAKLAND,CA,94607,A,0,N,S,4491,0,A,B,,Y,X,,,,,,,,,,0,N070    000000656,100,3/1/94,9/11/07,3/1/94,11/11/94,2011-10-14 16:38:47 EDT
111813416,950614,,BAY AREA SWEEPER & SCRUBBER REPAIR,23562 CYPRESS AVENUE,HAYWARD,CA,94544,A,0,N,S,5087,0,B,A,,N,,,,,,,,,,,0,N070    000009684,3,6/21/94,9/12/07,6/21/94,10/15/96,2011-10-14 16:38:47 EDT
111813424,950614,,MAVEN DESIGN BUILDERS,105 VICENTE,OAKLAND,CA,94605,A,0,N,S,1521,0,G,A,,N,,,,,,,,5515 DOYLE ST. #6,EMERYVILLE,CA,94608,,4,6/16/94,,6/20/94,9/1/94,2011-10-14 16:38:47 EDT
111813432,950614,,OLYMPIAN GRAPHICS,5601 SAN LEANDRO ST.,OAKLAND,CA,94621,A,0,N,S,2731,0,B,A,,N,,,,,,,,,,,0,N070    000009234,45,7/5/94,7/11/07,7/12/94,10/1/94,2011-10-14 16:38:47 EDT
111813440,950614,,FELIX TREE SERVICE,6833 SNAKE ROAD,OAKLAND,CA,94604,A,0,N,S,783,0,B,A,,N,,,,,,,,1839 - 108TH AVENUE,OAKLAND,CA,94603,,3,7/8/94,,7/12/94,9/3/96,2011-10-14 16:38:47 EDT
111813457,950614,,THE HAIRCUTTING COMPANY,929-0 MAIN STREET,PLEASANTON,CA,94567,A,0,N,S,7231,0,F,B,,N,,,,,,,,,,,0,N070    000009478,5,7/21/94,,7/21/94,7/22/94,2011-10-14 16:38:47 EDT
111813465,950614,,"R & K ELECTRIC, INC.",44100 OSGOOD ROAD,FREMONT,CA,94538,A,0,N,S,1731,0,G,B,,N,,,,,,,,44075 FREMONT BLVD.,FREMONT,CA,94538,,3,8/19/94,,9/2/94,9/22/95,2011-10-14 16:38:47 EDT
111813473,950614,,ZIBA COLOR LAB,64 SHATTUCK SQUARE,BERKELEY,CA,94704,A,0,N,H,7384,0,B,A,,N,,,,,,,,,,,0,,9,8/2/94,,8/16/94,5/15/97,2011-10-14 16:38:47 EDT
111813481,950614,,SOUTHERN PACIFIC TRANSPORTATION,525 BAY STREET,OAKLAND,CA,94607,A,0,N,H,4111,0,B,D,C,Y,,,,,,,,525 BAY STREET,,,94607,N070    000010266,,8/8/94,2/13/08,8/9/94,8/30/94,2011-10-14 16:38:47 EDT
111813499,950614,,"ADI ISOLA, INC.",401 WHITNEY PLACE,FREMONT,CA,94539,A,0,N,H,3672,0,A,A,,N,,,,,,,,,,,0,N070    000009792,183,8/4/94,9/13/07,11/30/94,2/15/95,2011-10-14 16:38:47 EDT
111813507,950614,,LINCOLN CHILD CENTER,560 VERNON ST,OAKLAND,CA,94621,A,0,N,H,8361,0,B,D,A,,,,,,,,,,,,0,,,8/1/94,,8/1/94,8/4/94,2011-10-14 16:38:47 EDT
111813515,950614,,THRIFTY DRUGS,31091 MISSION BLVD,HAYWARD,CA,94544,A,0,N,H,5331,452990,B,A,,Y,,,,,,,,,,,0,N070    000009748,14,7/20/94,8/2/07,7/25/94,3/31/95,2011-10-14 16:38:47 EDT
111813523,950614,,"LVI ENVIRONMENTAL SERVICE, INC.",3451 PIEDMONT AVE,OAKLAND,CA,94602,A,0,N,H,1799,0,H,A,,Y,,,,,X,,,2235 POLVOROSA AVE,SAN LEANDRO,CA,94577,N070    000009891,9,7/7/94,9/11/07,7/7/94,10/31/94,2011-10-14 16:38:47 EDT
111813531,950614,,"QUALITY ASBESTOS CONTROL, INC",1400 ADA ST,BERKELEY,CA,94702,A,0,N,H,1799,0,H,D,C,,,,,,,,,33364 DOWE AVENUE,UNION CITY,CA,94587,,,7/7/94,,7/7/94,7/7/94,2011-10-14 16:38:47 EDT
111813549,950614,,CSUH FOUNDATION,25976 CARLOS BEE BLVD.,HAYWARD,CA,94542,C,0,N,H,8221,0,B,B,,Y,,,,,,,,,,,0,N070    000009736,1200,10/20/94,,10/20/94,1/13/95,2011-10-14 16:38:47 EDT
111813556,950614,,"METAL STAMPING SPECIALISTS, INC.",2319 AMERICAN AVENUE,HAYWARD,CA,94545,A,0,N,S,3469,0,B,D,C,N,X,,,,,,,,,,0,,2,7/13/94,,7/13/94,7/13/94,2011-10-14 16:38:47 EDT
111813564,950614,,"ASBESTOS MANAGEMENT GROUP OF CALIFORNIA, INC",13050 AURORA DR,SAN LEANDRO,CA,94577,A,0,N,H,1799,0,H,D,C,,,,,,,,,835 NATIONAL COURT,RICHMOND,CA,94804,N070    000009774,,7/7/94,6/8/07,7/7/94,7/19/94,2011-10-14 16:38:47 EDT
111813572,950614,,PACKAGING INDUSTRIES INC.,2450 ALVARADO ST.,SAN LEANDRO,CA,94577,A,0,N,H,2671,0,B,A,,Y,,,,,,,,P.O. BOX 1954,SAN LEANDRO,CA,94577,N070    000000850,186,7/7/94,9/10/07,8/16/94,2/3/95,2011-10-14 16:38:47 EDT
111813580,950614,,MODERN CONSTRUCTION,1175 - 78TH AVENUE,OAKLAND,CA,94621,A,0,N,H,1521,0,B,D,C,,,,,,,,,584 VALENCIA ST,SAN FRANCISCO,CA,94118,N070    000009727,,6/28/94,2/15/08,6/28/94,6/28/94,2011-10-14 16:38:47 EDT
111813598,950614,,ULTRA MARINE ELECTRONICS,2021 ALASKA PACKER PLACE #8,ALAMEDA,CA,94501,A,0,N,H,5551,0,C,A,,N,,,,,,,,,,,0,N070    000009606,2,6/24/94,6/8/07,6/24/94,6/24/94,2011-10-14 16:38:47 EDT
111813606,950614,,STEM TO STERN,2021 ALASKA PACKER PLACE # 7,ALAMEDA,CA,94501,A,0,N,H,3732,0,F,A,,N,,,,,,,,,,,0,,6,6/24/94,,8/11/94,9/8/94,2011-10-14 16:38:47 EDT
111813614,950614,,GNB CORPORATION,29393 PACIFIC ST.,HAYWARD,CA,94544,A,0,N,H,3599,0,B,A,,N,,,,,,,,,,,0,N070    000001242,30,6/20/94,1/23/08,6/22/94,8/3/94,2011-10-14 16:38:47 EDT
111813622,950614,,APPOLO HEAT 'N AIRE,15283 CENTRAL AVENUE,SAN LEANDRO,CA,94578,A,0,N,H,1521,0,B,B,,N,,,,,X,,,600 EAST LEWELLING BLVD,SAN LEANDRO,CA,94580,N070    000009692,3,6/17/94,6/8/07,6/17/94,6/27/94,2011-10-14 16:38:47 EDT
111813630,950614,,DAVIS PAINTING & DECORATING,3220 E. 16TH ST.,OAKLAND,CA,94601,A,0,N,H,1721,0,B,D,C,N,,,,,,,,,,,0,N070    000009652,,6/14/94,6/8/07,6/14/94,6/15/94,2011-10-14 16:38:47 EDT
